PROJECT_ID,PROJECT,ROUND,AMOUNT
0xca816d860380ff939d916b88f830139d8142e57243589c559161fbf04b8f554f,OpenOrderBook,DAPPS & APPS,
0xc1a8caeda795eccdf4316df7ea34775e6391dfb0bc7061c1739446c2022acbc6,Inject AI,DAPPS & APPS,
0x9b1473ae738652de621eb5a194a82cebce9e80b945ec993871808cb3fe1cc53c,Nightly 🦉,DAPPS & APPS,
0x0a20445056c91be20dac69d794c92f57e0eb88ad54f2ef4106d7026bc4c6fdc1,UpStore🛡️,DAPPS & APPS,
0x0b65fc24c0ebe9508268f2858d50ec4600e6496af44b458deb7c8142db75d26f,Liker Land - decentralized ebookstore,DAPPS & APPS,
0xde37d529db2263b50645fb2b787e7cccaae21e54277e132cd36aa1b47f848ed7,Regen Eliza on ARB,DAPPS & APPS,
0x8f740037a18645af9890aa8f0a70b50ac2a41f603cac518210af440beca6808b,OpenLitterMap: Real-Time In-World Open Source Gamification System,DAPPS & APPS,
0x370f4bde94273ecff1215d723021ff5374c4ca4b92ceadbaf21166d4163ee732,Etherplay Open Source Game Studio,DAPPS & APPS,
0xdcee75dfe2ab53f2050228e6870f174b3dc6d5a6c0b661640edeabc7c8a35cf4,Web3 Certifier,DAPPS & APPS,
0x53c004c04e96f375f4ff0dc8616c9d956138415c0299b77d58eac38a3ae4ee6e,Metakraft,DAPPS & APPS,
0x73acad35018d0e597df1ae091cbb08fe1917d287346298ae3b2952e737fd0ffe,The Decent Jukebox,DAPPS & APPS,
0x3563fb1fa42e2b5732a86d015ff3990d0714db3e402bc080ae3183dc134e1f43,Remus - Fully Onchain CLOB Dex,DAPPS & APPS,
0x06ad6c10167e7feb66e1699a7c1887e9a75505a98289afa40e4a49f7ccb6cf6e,Sweetspot by Handprotocol,DAPPS & APPS,
0x934e6136999df52189cab3723277edddf0d09b2d9b50253b184dd17fc26f6e39,SONGS | Next generation layer for the music industry,DAPPS & APPS,
0xa26947c84eca0f2623ea98855bed3860478aa2a7c1e89a309189d46d3600fd3b,poster.fun,DAPPS & APPS,
0x7af48f1f1acdc33c9337943ad37efab210fda912cf8806714e28de883a3cb41a,Closer - Digital access to co-owned villages,DAPPS & APPS,
0x271d16ec14433ccff66237a1d6d35a866174139e14112122da6e2f66b39d5acc,CharmVerse,DAPPS & APPS,
0xf97f803c1bc6595c87c9edf48055690362d758410685f8b5ef5ed720ceead61b,Scout Game,DAPPS & APPS,
0x31e242a4e85e6d033f63dc6d2d97ae6245bc1a50e5560266c23ad3a1d5608a63,CARBON Copy,DAPPS & APPS,
0xd4c3c82600252c64f47e6f4505f58bf691c42277aa2548748426e4d1bcf4b15c,TxInfo.xyz,DAPPS & APPS,
0x70ec19d8b5543efb161d8b62569af5afc36b4898a8865c1fdc4acc3358b01772,Plankton – Ocean of SCAMs,DAPPS & APPS,
0xde56659bf150be86cdc0caea3cf718b7029085b5820447e54f0577f9276e5b81,Dapp Rank,DAPPS & APPS,
0xed9aa0c80cde16fbfb4f987e8c9f06d30c9ceb7b859fbd9117fe9fad845127b8,Zuitzerland,DAPPS & APPS,
0x5a35dc4ee0fd8cf69eb9f227b626c0c093c3efc5a6f1b518a3792d5e8b721860,ÆRTH - Planetary AI,DAPPS & APPS,
0x296957fd5e894de1e000f06619452df4e226c24d772687856613d9bff4dc7acd,Digimercados DApp on ARB,DAPPS & APPS,
0x9d8a7504b0b9f0f0cb9284796a85fdc8164164117e22f1cd087f252c3ae993c1,rolod0x,DAPPS & APPS,
0xc3284ecbb151a1f916f63923ab5f6521abc0519e51c2549c20dfafe9375705f3,Ethereum Daily,DAPPS & APPS,
0x7695119411aca70de8e0db8898d230fef1b287bcf29fcda51f2a49dcf1c50b9e,Have I Been Rekt?,DAPPS & APPS,
0x47a93a3ee50628003c7b572bcc975f6463391020e302b4a03d92463617755b27,Regen Bazaar,DAPPS & APPS,
0xa375fb7a3d3ea99add667172a80dcb82e367eb1aa6fad4da964713184b82b9f3,Dádiva,DAPPS & APPS,
0xf1bd30c859b2f0effeed2b6728a4071f294368614de748404fedd2cf3c68a1b1,All Weather Protocol,DAPPS & APPS,
0xd4d3ca125f724ca79fd4de4852dc183a1435dcf22912a9cbd219a7b0aab7c6d6,NFT.Storage,DAPPS & APPS,
0x2e73afdfffe577d8619f9d699f43a2e9bb6e91ed00ecd660998fe0508f6b6f0f,ZK Vibes,DAPPS & APPS,
0x15524d92e001464560374928cc41ddc573d4c1975b234d880a99441ddaa76dbd,zkCodex,DAPPS & APPS,
0xedff41531fa841bfa0bed54f91d3a88605f3cd84f56094924f349d60222ce507,AFK - Aligned Fam Kernel,DAPPS & APPS,
0xf005b97d564d218966cb1973c2a28f27ee8ff71777edff331a497a19ac15e16e,xcrwd,DAPPS & APPS,
0xaa3e627825e494e5c83ac110a2e3ba7b377b33cb4cd1cd90f1528816f5c68765,Everest Mobility,DAPPS & APPS,
0x8636eeeb1f17504d85d24237b621cf43cbcce8d97e6fbcdc4b2b382bdee2cad6,Impersonator,DAPPS & APPS,
0x6d99b01618dc3f80cbd2c2f086fb78340d7d6dd944e62acfd5b276a2af23c976,Noblocks,DAPPS & APPS,
0x418bb26c9ed09ecdc258a32561f8740277d0d0e394fc3858283bf2581e0564dd,Crypto Guide,DAPPS & APPS,
0xaa57a0d98bf7bb5a2c13847638b14417f9d35ad84a320596d6ea48c1fd5556ac,Chainzpay,DAPPS & APPS,
0xfab800c58cd4fc029d096a0a78bacdc44f6c44d20fe56c565db60c80fc01b81a,Tessium,DAPPS & APPS,
0xd089724cd73c932413bce5c797aee7d2fbcd1ad282f24cff790977e77908fdca,Treegens DAO🌳,DAPPS & APPS,
0x90e3363341cf14eb5e5c29627f4a8fb62933ef9834e8ca33027af2aeb8323ea0,Ether Guild,DAPPS & APPS,
0xe7a4b12065345225c76308d0f7b267fe7628904e0a3f60f252e6f94cba6e37c2,Helpers Foundation Web3 Impact Project,DAPPS & APPS,
0x04ab372485d7230970a802702561eef7427eea13883960bd2812040b0bad0f2a,Cosmic Capsule: Blockchain-Powered Digital Time Capsules,DAPPS & APPS,
0x6a94cd9f978dd077f96eb4fa87b83dcb70d222584ba4beb348fbd80a05c39b07,MemeCatLandar - AI Meme Calendar,DAPPS & APPS,
0x4520f6b610af56dd9fb1aa85b560c5d460412285032dfbb90a47656ebc08d0b1,Kolektivo Network,DAPPS & APPS,
0xb30e9a03fe9391b289331bc8d4f3ad6aa31db301447025f92b8275bc88d447f9,VoiceDeck: A Marketplace for Impact Certificates,DAPPS & APPS,
0xd26cfedc5defecbe0e514052361820790593db1544124cc351fc68a8dafe1ed1,Sacred Protocol,DAPPS & APPS,
0x422d223530a73bd3855bdb50669faa5ab5501c17936e6a2f3cafb709813e3494,Animal Social Club,DAPPS & APPS,
0x2de43b20bdeac1e2d4411fb6a90c8cca2abb79a517bbde30f45763bfa846a35b,ALTERNUN,DAPPS & APPS,
0xb157eff864d49ee0f3650afcc85d037fb59234e9eccf000db479a2c82aac31bd,Sponsors 🫶🏽,DAPPS & APPS,
0xed68ccbdcf059e3d646d0c6aee3b714fbf50030f02cac261e33451b9fc74815f,Codingsh Open Source Developer,DAPPS & APPS,
0xc58063d70053f30766c3883f041d29bfe92aaccb12218d15d58e3953024aff8e,Open Source Collective,DAPPS & APPS,
0x2b62d6a85cee3490ffe65bf46e92cdae0cfe8b18a2f17d4184b08bd0469f0922,Plants And Pillars,DAPPS & APPS,
0x989fe49d7f0fa0debe8127684d23de627abf70861ad4cd9850a7f0c7a11d9a67,GoRevoke,DAPPS & APPS,
0xe803a0adb8458416228b48b035e3d18b18c00e8f0714379245649e0986354ce4,Ethring,DAPPS & APPS,
0xb0afbf6ee7d24490064e25f7dece64b6b3a456f5c84d3eea8c034afdc3d0608a,Ethereum Cat Herders,DAPPS & APPS,
0x82065b1ab5c0dd7ed2c8aa484ab46405d98a39f2ff18448aa9db1f65ffe704f8,Doogly,DAPPS & APPS,
0xdc12f02d7f371b45e80142d9d64687d8857653398ca7dc0354c5a179b182dab5,Learn through games,DAPPS & APPS,
0x706bc44d0c033d10c977ac4a6193e7838b8a795ea0d62cdb8eb0aedb5feaa70c,Karma GAP,DAPPS & APPS,
0xfb5966e66536dceb70d9155ffa266855110a7001723c5887fb2fa9f4aeee5919,paynet,DAPPS & APPS,
0x1f968f0366be7bd577843addba6d7e72a56cdbc4f75e0f7ccfaaeaf00ef60d35,Hyperstaker,DAPPS & APPS,
0xc255bd4a7e7b6d0bd6dc24a086298353d3db49343459c0c416449207a3795783,Trustless On-chain Autonomous Delegate (TOAD),DAPPS & APPS,
0xbc987f75fde568bcbedd691aea74acbf6aa3992077e8fd42f735a17298bf3cf7,Geist,DAPPS & APPS,
0x8f24a98db71f3cae2fb933ac27dbec187ebff585c36f21b4171e0aedc492c29d,JoyNet,DAPPS & APPS,
0xbc788bdad58d5e48cd81b779f9c774c00edd61fb04fe85cd0c3c98d6ea685675,PlayFriends,DAPPS & APPS,
0xafd68b3df3e20c77412b74f0650e6078d9aa7876b7f78bc9342e89db471a2869,Akashic,DAPPS & APPS,
0x7d858c047077e7699dbf9e2593c928fee0ad5a6397adc7c094e287fa0c33d1cf,🌻 Sunflower EcoTech 🌻,DAPPS & APPS,
0xff0d19a8d41e62428e35da3007ed6659a53edb0fbdaebda99ab1543bc048a7f8,GrantsScope - Grantee Discovery Using LLMs,DAPPS & APPS,
0x497a5f68d83ded024cb0ebe600e0f508e0d5798d1ab8fb131f5321a91db1e889,Register MAXi,DAPPS & APPS,
0x318217a9a5982e50c428252fd5ef8e77cb9b3bfd7706ea8c7476b42e2a2baaca,ArbiX,DAPPS & APPS,
0x10419179fb9a6002b61fe6db8637bb4e43e579960a16ac298ec7aeef74d783aa,Pollination Station,DAPPS & APPS,
0xe728c3a26d5154476ce35ffdfd47afab7307da93e1ba0194feab18db8efd8138,Semicolon Fingers,DAPPS & APPS,
0x216cc27aa429f7f75f91798ebe674d61f95c17ac3ba832b87f1f5202144db72d,Ancient Beast,DAPPS & APPS,
0x5392326450ab92f263ce23af5fe0e136e6f2a04efe80e3b669d10bb3581b9e50,Yap Bay: P2P Stablecoin Remittances for the Global South,DAPPS & APPS,
0x81f132f2b8ef92b6f9c706b968c8e71b8175c4543dd962b20664476ca292f675,Hybrid AI,DAPPS & APPS,
0x68fd0ec0d2e8de4f84960fde41c25ff504ed4764b968b94adcd4cdca9b671195,OnboardAI,DAPPS & APPS,
0x37c6ed16080af764df00450c4857e0d0302f9b3a4be55c430682082703966f5e,Commit,DAPPS & APPS,
0x7c07e72e84215598739e0749e25587278a22f7ef565cd019677c9237a965fedd,Distributed Press - Archive Automator,DAPPS & APPS,
0x4f354435756ee1c1ea18402a559874cd2bb918ad795b7e361e1257425e57a7de,Greenpill Dev Guild,DAPPS & APPS,
0xffaf639c80ff9cf85cd76977d0c55e07c929eb7c5480d900c82e1da8465c342e,PrivID,DAPPS & APPS,
0xf6ca477601999615ed9158b0e75f165016b54d42fdf2741f26c772774492716d,What AI Bot,DAPPS & APPS,
0x0f7b32feb567e9253913d6be37e69d2867b20033f199ecf57022eb17745c9a56,EAS Attestation Explorer,DAPPS & APPS,
0x9c63882d17d281e74a086bbb834241300e3e5458ff4e44e59a2b3a6e12cdfe8c,The Ethernaut,DAPPS & APPS,
0x57a057ee120b26cea127ff7e335a8f857dddf13d694be376adf7a6daf8753c13,April,DAPPS & APPS,
0x4e429c3a9438efc8b82379d9c30116227af83ab9f76c3fec548519dd6d7dc98f,ETH Daily,DAPPS & APPS,
0x06224f6abfb24126ec2ac1946d84f03ed28cfc62aa4a6e627d874ee811ac6953,AlchemAI3,DAPPS & APPS,
0x13e96caa67a328f813ccb70ae0250da6c5314b819cee8bb917c6022a55f4bfef,Blockenthu,DAPPS & APPS,
0x61a0738033c9247b1236c3d0ee1cc3a098e114d8292394c57b4083ef78ab8278,Cubid Protocol,DAPPS & APPS,
0xcebab1a84662472fb39bba11ff4c22ba17a66644a1c3dd8103444bff6be5a96a,STARDUST,DAPPS & APPS,
0x36d3ba3b788398eaa3b833ebc3d707079395657e460bc29ec1b552d4bb2016a3,Optimystics Toolkit,DAPPS & APPS,
0xdcc73b34eb197396c8493ba874c244e58e55bd641cb2bbe3855eb41e3ff100b8,The Dharma Code,DAPPS & APPS,
0x04f949b4b358adc1a89ab3d4179110fc57a095923dbee573cc7f6502c0a5144f,Dash Mon[k]ey,DAPPS & APPS,
,revoke-cash,MATURE BUILDERS,
,heyxyz,MATURE BUILDERS,
,defi-llama,MATURE BUILDERS,
,idriss-crypto,MATURE BUILDERS,
,poapin-glory-lab,MATURE BUILDERS,
,l2beat,MATURE BUILDERS,
,hypercerts,MATURE BUILDERS,
,rotki,MATURE BUILDERS,
,giveth,MATURE BUILDERS,
,ethstaker,MATURE BUILDERS,
,fundingthecommons,MATURE BUILDERS,
,tapexyz,MATURE BUILDERS,
,ethereum-attestation-service,MATURE BUILDERS,
,dappnode,MATURE BUILDERS,
,tor-project,MATURE BUILDERS,
,zaratandotworld,MATURE BUILDERS,
,jobstash,MATURE BUILDERS,
,ethers-io,MATURE BUILDERS,
,wevm,MATURE BUILDERS,
,0xfacet,MATURE BUILDERS,
,shapeshift,MATURE BUILDERS,
,citizenwallet,MATURE BUILDERS,
,blockscout,MATURE BUILDERS,
,zkemail,MATURE BUILDERS,
,kleo-network,MATURE BUILDERS,
,carmineoptions,MATURE BUILDERS,
,beacon-chain,MATURE BUILDERS,
,glo-foundation,MATURE BUILDERS,
,datonic,MATURE BUILDERS,
,zkp2p,MATURE BUILDERS,
